semester,crn,full_number,number,title,seats_available,seats_total,location,day_of_week,start,end
Spring%202016,25122,ENGL0100R-S01,ENGL0100R,"American Histories, American Novels",953,999,Wilson Hall 309,T,32400,37200
Spring%202016,24528,ENGL0100Q-S01,ENGL0100Q,How Poems See,964,999,Bio Med Center B13,M,39600,42600
Spring%202016,24535,ENGL0150S-S01,ENGL0150S,The Roaring Twenties,-1,20,Wilson Hall 104,T,37800,42600
Spring%202016,25006,ENGL0150X-S01,ENGL0150X,The Claims of Fiction,7,20,J. Walter Wilson 502,F,54000,63000
Spring%202016,25123,ENGL0150V-S01,ENGL0150V,James and Wharton,9,20,Wilson Hall 204,T,37800,42600
Spring%202016,25119,ENGL0200F-S01,ENGL0200F,The Spectacle of War in 20th-Century American Literature and Film,0,17,J. Walter Wilson 303,M,43200,46200
Spring%202016,25118,ENGL0200E-S01,ENGL0200E,Fictional Brains: Reading Artificial Intelligence and Cognition,-7,17,J. Walter Wilson 201,M,39600,42600
Spring%202016,25120,ENGL0200H-S01,ENGL0200H,Writing the Black Diaspora: Speaking Truth to Power ,1,17,J. Walter Wilson 201,M,46800,49800
Spring%202016,25117,ENGL0200D-S01,ENGL0200D,Intimate Horrors: Encountering the Uncanny in Literature and Film,-3,17,J. Walter Wilson 402,M,43200,46200
Spring%202016,25121,ENGL0200J-S01,ENGL0200J,Violence and Secrecy in Victorian Fiction,6,17,J. Walter Wilson 302,M,46800,49800
Spring%202016,25129,ENGL0200L-S01,ENGL0200L,Trial and Error: Law in American Literature and Film,-1,17,J. Walter Wilson 202,M,50400,53400
Spring%202016,24529,ENGL0310A-S01,ENGL0310A,Shakespeare,946,999,Salomon Center 003,M,39600,42600
Spring%202016,25128,ENGL0200K-S01,ENGL0200K,"Race, Dystopia, and Contemporary Fiction",-1,17,J. Walter Wilson 201,M,50400,53400
Spring%202016,25763,ENGL0511B-S01,ENGL0511B,The Nineteenth-Century British Novel,973,999,Smith-Buonanno Hall G13,M,50400,53400
Spring%202016,26463,ENGL0310F-S01,ENGL0310F,Prose Sagas of the Medieval North,983,999,Smith-Buonanno Hall G12,M,50400,53400
Spring%202016,24538,ENGL0700J-S01,ENGL0700J,Contemporary British Fiction,20,30,Smith-Buonanno Hall G13,T,32400,37200
Spring%202016,25124,ENGL0510Q-S01,ENGL0510Q,Unstable Subjects: Race and Meaning in Contemporary (African) American Literature,990,999,Granoff Ctr for Creative Arts N430,T,52200,57000
Spring%202016,24631,ENGL0500Q-S01,ENGL0500Q,Getting Emotional: Passionate Theories,14,30,70 Brown Street 130,T,32400,37200
Spring%202016,24530,ENGL0710E-S01,ENGL0710E,Postcolonial Tales of Transition,990,999,J. Walter Wilson 402,M,39600,42600
Spring%202016,25127,ENGL0710M-S01,ENGL0710M,"Impressionism, Consciousness, and Modernism",976,999,Smith-Buonanno Hall G12,T,37800,42600
Spring%202016,25126,ENGL0710F-S01,ENGL0710F,Being There: Bearing Witness in Modern Times,15,35,70 Brown Street 315,M,36000,40800
Spring%202016,25592,ENGL0710R-S01,ENGL0710R,Poetry and Science,975,999,Bio Med Center 081,M,36000,39000
Spring%202016,24512,ENGL0900-S04,ENGL0900,Critical Reading and Writing I: The Academic Essay,-2,17,J. Walter Wilson 401,M,36000,39000
Spring%202016,24511,ENGL0900-S03,ENGL0900,Critical Reading and Writing I: The Academic Essay,0,17,J. Walter Wilson 302,M,50400,53400
Spring%202016,24531,ENGL0710P-S01,ENGL0710P,Home Made: American Modernism,972,999,Wilson Hall 203,T,52200,57000
Spring%202016,24510,ENGL0900-S02,ENGL0900,Critical Reading and Writing I: The Academic Essay,2,17,J. Walter Wilson 302,M,32400,35400
Spring%202016,24515,ENGL0930-S03,ENGL0930,Introduction to Creative Nonfiction,2,17,70 Brown Street 315,M,32400,35400
Spring%202016,24514,ENGL0930-S02,ENGL0930,Introduction to Creative Nonfiction,-2,17,J. Walter Wilson 502,M,32400,35400
Spring%202016,25153,ENGL1030D-S01,ENGL1030D,Research Essay: Myth + Modern Essay,6,17,J. Walter Wilson 401,M,43200,46200
Spring%202016,24517,ENGL0930-S05,ENGL0930,Introduction to Creative Nonfiction,-1,17,J. Walter Wilson 402,T,52200,57000
Spring%202016,24519,ENGL0930-S07,ENGL0930,Introduction to Creative Nonfiction,-1,17,70 Brown Street 315,M,50400,53400
Spring%202016,24520,ENGL1030C-S01,ENGL1030C,Research Essay: Science,8,17,J. Walter Wilson 302,T,32400,37200
Spring%202016,24516,ENGL0930-S04,ENGL0930,Introduction to Creative Nonfiction,0,17,J. Walter Wilson 303,M,46800,49800
Spring%202016,24518,ENGL0930-S06,ENGL0930,Introduction to Creative Nonfiction,-1,17,J. Walter Wilson 403,M,43200,46200
Spring%202016,25159,ENGL1050H-S01,ENGL1050H,Journalistic Writing,2,17,J. Walter Wilson 201,M,30600,35400
Spring%202016,25157,ENGL1030E-S01,ENGL1030E,Research Essay: Literature,11,17,J. Walter Wilson 401,M,46800,49800
Spring%202016,24987,ENGL1050L-S01,ENGL1050L,"Writing in Place: Travels, Localities, Ecologies",2,17,J. Walter Wilson 401,T,46800,51600
Spring%202016,24522,ENGL1160F-S01,ENGL1160F,Reporting Crime and Justice,8,17,70 Brown Street 130,F,54000,63000
Spring%202016,24521,ENGL1140A-S01,ENGL1140A,The Literary Scholar,8,12,70 Brown Street 315,T,52200,57000
Spring%202016,25005,ENGL1140B-S01,ENGL1140B,The Public Intellectual,4,12,J. Walter Wilson 503,M,54000,63000
Spring%202016,24523,ENGL1180B-S01,ENGL1180B,Digital Nonfiction,-1,17,Granoff Ctr for Creative Arts N420,T,37800,42600
Spring%202016,25161,ENGL1180H-S01,ENGL1180H,Satire and Humor Writing,-3,17,Smith-Buonanno Hall 101,R,57600,66600
Spring%202016,24526,ENGL1180Q-S01,ENGL1180Q,Narrating History,5,17,Smith-Buonanno Hall 207,W,54000,63000
Spring%202016,24524,ENGL1180G-S01,ENGL1180G,Lyricism and Lucidity,1,17,Rockefeller Library A9,M,36000,39000
Spring%202016,24525,ENGL1180I-S01,ENGL1180I,Writing Medical Narrative,-2,17,70 Brown Street 315,T,32400,37200
Spring%202016,25211,ENGL1190C-S01,ENGL1190C,Advanced Creative Nonfiction: Biography,5,17,J. Walter Wilson 201,T,46800,51600
Spring%202016,26327,ENGL1190T-S01,ENGL1190T,Writing the Mythic Life: The Use of Traditional Narrative,10,17,Smith-Buonanno Hall 207,M,43200,46200
Spring%202016,24532,ENGL1310H-S01,ENGL1310H,The Origins of American Literature,979,999,Wilson Hall 205,T,46800,51600
Spring%202016,24539,ENGL1310T-S01,ENGL1310T,Chaucer,4,12,70 Brown Street 218,T,52200,57000
Spring%202016,25150,ENGL1511N-S01,ENGL1511N,"Liberalism, Empire, and the American Novel",984,999,Smith-Buonanno Hall G12,T,32400,37200
Spring%202016,24542,ENGL1710I-S01,ENGL1710I,Harlem Renaissance: The Politics of Culture,966,999,Smith-Buonanno Hall G01,M,36000,39000
Spring%202016,24540,ENGL1561G-S01,ENGL1561G,"Swift, Pope, Johnson",12,20,J. Walter Wilson 403,T,37800,42600
Spring%202016,25765,ENGL1511V-S01,ENGL1511V,Nature and the Self in Victorian Poetry,993,999,Wilson Hall 305,M,32400,35400
Spring%202016,24533,ENGL1710L-S01,ENGL1710L,Modernism and Everyday Life,987,999,J. Walter Wilson 403,T,52200,57000
Spring%202016,25007,ENGL1560B-S01,ENGL1560B,Melville,11,20,70 Brown Street 315,R,57600,66600
Spring%202016,25593,ENGL1710Z-S01,ENGL1710Z,Zoopoetics,984,999,Sayles Hall 105,M,46800,49800
Spring%202016,24534,ENGL1761V-S01,ENGL1761V,The Korean War in Color,-1,20,111 Thayer St-Watson Institute 138,W,54000,63000
Spring%202016,24541,ENGL1561M-S01,ENGL1561M,American Literature and the Corporation,0,20,J. Walter Wilson 302,T,52200,57000
Spring%202016,25147,ENGL1900Y-S01,ENGL1900Y,"Medieval Manuscript Studies: Paleography, Codicology, and Interpretation",17,20,Sayles Hall 305,M,54000,63000
Spring%202016,24546,ENGL2360Y-S01,ENGL2360Y,Lyric and Ecstasy,1,15,J. Walter Wilson 202,R,57600,66600
Spring%202016,25008,ENGL2761G-S01,ENGL2761G,James Joyce and Literary Theory,9,15,J. Walter Wilson 401,R,57600,66600
Spring%202016,24545,ENGL2360R-S01,ENGL2360R,"Civil Wars, Restoration, and Early Georgian Literature",12,15,J. Walter Wilson 401,M,54000,63000
Spring%202016,25142,ENGL1901E-S01,ENGL1901E,Literature and the Digital Humanities,10,20,J. Walter Wilson 303,M,36000,39000
Spring%202016,24547,ENGL2561M-S01,ENGL2561M,Psyche and Ethos in the Nineteenth-Century Novel,1,15,Pembroke Hall 202,W,54000,63000
Spring%202016,24548,ENGL2761H-S01,ENGL2761H,After Blackness: Framing Contemporary African American Literature,9,15,J. Walter Wilson 202,F,54000,63000
Spring%202016,24549,ENGL2761J-S01,ENGL2761J,Identity and Agency,7,15,Wilson Hall 109A,W,54000,63000
Spring%202016,25003,ENGL2901B-S01,ENGL2901B,Literary Theory II: Post-Structuralism and the Problem of the Subject,5,15,70 Brown Street 315,F,54000,63000
Spring%202016,25002,ENGL2901C-S01,ENGL2901C,"Pedestrian Theory: Walking, Working, Waking",6,8,155 George Street 106,T,48000,57000
Spring%202016,25248,CSCI0040-S01,CSCI0040,Introduction to Scientific Computing and Problem Solving,934,999,Smith-Buonanno Hall 106,T,52200,57000
Spring%202016,26245,CSCI0080-S01,CSCI0080,A First Byte of Computer Science,89,200,Salomon Center 001,M,36000,39000
Spring%202016,25249,CSCI0160-S01,CSCI0160,Introduction to Algorithms and Data Structures,804,999,MacMillan Hall 117,T,37800,42600
Spring%202016,25251,CSCI0220-S01,CSCI0220,Introduction to Discrete Structures and Probability,757,999,MacMillan Hall 117,M,46800,49800
Spring%202016,25250,CSCI0180-S01,CSCI0180,Computer Science: An Integrated Introduction,869,999,85 Waterman Street 130,M,39600,42600
Spring%202016,25494,CSCI0931-S01,CSCI0931,Introduction to Computation for the Humanities and Social Sciences,1,20,J. Walter Wilson 303,T,32400,37200
Spring%202016,25253,CSCI1280-S01,CSCI1280,Intermediate 3D Computer Animation,12,20,CIT Center (Thomas Watson CIT) 316,W,43200,49800
Spring%202016,25754,CSCI1380-S01,CSCI1380,Distributed Computer Systems,13,75,CIT Center (Thomas Watson CIT) 368,T,37800,42600
Spring%202016,25252,CSCI0320-S01,CSCI0320,Introduction to Software Engineering,849,999,Metcalf Research Building AUD,T,46800,51600
Spring%202016,25258,CSCI1510-S01,CSCI1510,Introduction to Cryptography and Computer Security,976,999,CIT Center (Thomas Watson CIT) 316,T,37800,42600
Spring%202016,25259,CSCI1550-S01,CSCI1550,Probability and Computing: Randomized Algorithms and Probabilistic Analysis,33,63,CIT Center (Thomas Watson CIT) 368,T,52200,57000
Spring%202016,25254,CSCI1320-S01,CSCI1320,Creating Modern Web Applications,840,999,Metcalf Research Building AUD,M,36000,39000
Spring%202016,25256,CSCI1460-S01,CSCI1460,Computational Linguistics,876,999,CIT Center (Thomas Watson CIT) 368,M,50400,53400
Spring%202016,25255,CSCI1450-S01,CSCI1450,Probability and Computing,933,999,85 Waterman Street 130,T,52200,57000
Spring%202016,25260,CSCI1660-S01,CSCI1660,Introduction to Computer Systems Security,-2,75,CIT Center (Thomas Watson CIT) 368,M,46800,49800
Spring%202016,25262,CSCI1690-S01,CSCI1690,Operating Systems Laboratory,985,999,Smith-Buonanno Hall 201,T,67200,72000
Spring%202016,25263,CSCI1800-S01,CSCI1800,Cybersecurity and International Relations,22,63,CIT Center (Thomas Watson CIT) 368,M,54000,58800
Spring%202016,26717,CSCI1900-S01,CSCI1900,csciStartup,983,999,Wilson Hall 303,T,67200,72000
Spring%202016,25491,CSCI1950Y-S01,CSCI1950Y,Logic for Systems,9,63,CIT Center (Thomas Watson CIT) 368,M,39600,42600
Spring%202016,26246,CSCI1951F-S01,CSCI1951F,"Computers, Freedom and Privacy: Current Topics in Law and Policy",16,40,CIT Center (Thomas Watson CIT) 477,M,36000,45000
Spring%202016,25265,CSCI1951A-S01,CSCI1951A,Data Science,797,999,Salomon Center 001,T,32400,37200
Spring%202016,25261,CSCI1670-S01,CSCI1670,Operating Systems,940,999,Wilson Hall 102,M,50400,53400
Spring%202016,26084,CSCI2240-S01,CSCI2240,Interactive Computer Graphics,983,999,CIT Center (Thomas Watson CIT) 316,M,39600,42600
Spring%202016,26647,CSCI2951M-S01,CSCI2951M,Advanced Algorithms Seminar,40,40,CIT Center (Thomas Watson CIT) 477,M,54000,63000
Spring%202016,26203,CSCI1951G-S01,CSCI1951G,Optimization Methods in Finance,17,40,CIT Center (Thomas Watson CIT) 316,F,50400,60600
Spring%202016,25269,CSCI2951K-S01,CSCI2951K,Topics in Grounded Language for Robotics,974,999,CIT Center (Thomas Watson CIT) 316,T,46800,51600
Spring%202016,25266,CSCI2270-S01,CSCI2270,Topics in Database Management,27,40,CIT Center (Thomas Watson CIT) 316,M,54000,63000
Spring%202016,25816,CSCI2540-S01,CSCI2540,Advanced Probabilistic Methods in Computer Science,979,999,CIT Center (Thomas Watson CIT) 368,T,52200,57000
Spring%202016,26644,CSCI2951S-S01,CSCI2951S,Distributed Computing through Combinatorial Topology,995,999,CIT Center (Thomas Watson CIT) 477,T,52200,57000
Spring%202016,26460,CSCI2951T-S01,CSCI2951T,Data-Driven Computer Vision,995,999,CIT Center (Thomas Watson CIT) 477,T,32400,37200
Spring%202016,26784,CSCI2951U-S01,CSCI2951U,Topics in Software Security,37,40,CIT Center (Thomas Watson CIT) 506,M,54000,63000
Spring%202016,23981,EINT2200-S01,EINT2200,Academic Interactions,999,999,Sayles Hall 200,M,43200,46200
Spring%202016,23983,EINT2400-S01,EINT2400,Speaking Professionally for Internationals,993,999,Sayles Hall 300,M,32400,35400
Spring%202016,23982,EINT2300-S01,EINT2300,Negotiating an American Classroom,992,999,Sayles Hall 200,M,32400,35400
Spring%202016,23985,EINT2500-S01,EINT2500,Advanced Articulation Tutorial,991,999,Sayles Hall 300,M,43200,46200
Spring%202016,23984,EINT2400-S02,EINT2400,Speaking Professionally for Internationals,995,999,J. Walter Wilson 201,T,32400,35400
Spring%202016,24109,CHIN0200-S03,CHIN0200,Basic Chinese,3,18,Sayles Hall 306,M,46800,49800
Spring%202016,25545,CHIN0250-S01,CHIN0250,Advanced Beginning Chinese,12,18,54 College St-Gerard House 204,M,36000,39000
Spring%202016,24113,CHIN0200-S04,CHIN0200,Basic Chinese,14,18,Sayles Hall 306,M,50400,53400
Spring%202016,24083,CHIN0200-S01,CHIN0200,Basic Chinese,8,18,Sayles Hall 205,T,28800,31800
Spring%202016,24110,CHIN0400-S02,CHIN0400,Intermediate Chinese,-1,18,Sayles Hall 205,M,46800,49800
Spring%202016,24089,CHIN0200-S02,CHIN0200,Basic Chinese,4,18,Sayles Hall 205,T,32400,37200
Spring%202016,24114,CHIN0400-S03,CHIN0400,Intermediate Chinese,15,18,Sayles Hall 002,M,50400,53400
Spring%202016,24084,CHIN0600-S01,CHIN0600,Advanced Modern Chinese I,13,18,Sayles Hall 305,M,32400,35400
Spring%202016,24102,CHIN0400-S01,CHIN0400,Intermediate Chinese,5,18,Sayles Hall 205,M,43200,46200
Spring%202016,24095,CHIN0600-S02,CHIN0600,Advanced Modern Chinese I,6,18,Sayles Hall 306,T,37800,42600
Spring%202016,24090,CHIN0800-S01,CHIN0800,Advanced Modern Chinese II,993,999,J. Walter Wilson 503,M,36000,39000
Spring%202016,26294,CHIN0920C-S01,CHIN0920C,The Changing Face of China: Advanced Reading in Chinese Media,10,18,Sayles Hall 204,T,46800,51600
Spring%202016,24103,CHIN0600-S03,CHIN0600,Advanced Modern Chinese I,7,18,Sayles Hall 306,M,43200,46200
Spring%202016,24104,CHIN0800-S02,CHIN0800,Advanced Modern Chinese II,990,999,J. Walter Wilson 502,M,43200,46200
Spring%202016,24500,ITAL0200-S01,ITAL0200,Elementary Italian,12,18,190 Hope Street 102,T,37800,42600
Spring%202016,24504,ITAL0300-S01,ITAL0300,Intermediate Italian I,15,18,J. Walter Wilson 201,M,43200,46200
Spring%202016,24506,ITAL0400-S02,ITAL0400,Intermediate Italian II,10,18,J. Walter Wilson 301,M,43200,46200
Spring%202016,24502,ITAL0200-S03,ITAL0200,Elementary Italian,14,18,190 Hope Street 102,M,46800,49800
Spring%202016,24501,ITAL0200-S02,ITAL0200,Elementary Italian,10,18,190 Hope Street 102,T,32400,37200
Spring%202016,24508,ITAL0600-S01,ITAL0600,Advanced Italian II,995,999,190 Hope Street 102,T,52200,57000
Spring%202016,24287,ITAL1020-S01,ITAL1020,Boccaccio's Decameron,33,40,Rockefeller Library 137,T,46800,51600
Spring%202016,24625,ITAL1320-S01,ITAL1320,Great Authors and Works of Italian Renaissance,997,999,J. Walter Wilson 401,T,52200,57000
Spring%202016,24507,ITAL1400P-S01,ITAL1400P,The Southern Question and the Colonial Mediterranean,29,40,190 Hope Street 102,T,57600,66600
Spring%202016,26135,ITAL1000H-S02,ITAL1000H,Resounding Cinema,989,999,190 Hope Street 102,T,67200,72000
Spring%202016,25900,ITAL1020-S02,ITAL1020,Boccaccio's Decameron,34,40,Rockefeller Library 137,R,57600,66600
Spring%202016,25751,ITAL1430-S01,ITAL1430,"Popular Culture, 1400 - 1800",36,40,John Hay Library LOWNES,M,54000,63000
Spring%202016,24624,ITAL1620-S01,ITAL1620,The Divina Commedia: Dante's Paradiso: Justifying a Cosmos,36,40,190 Hope Street 203,W,54000,63000
Spring%202016,24628,ITAL2820-S01,ITAL2820,Italian Studies Colloquium,30,40,190 Hope Street 102,F,43200,49800
Spring%202016,23914,BIOL0140A-S01,BIOL0140A,Topics in Science Communications: Science Journalism Practicum,2,10,Bio Med Center 217,W,61200,66600
Spring%202016,23886,BIOL0040-S01,BIOL0040,Nutrition for Fitness and Physical Activity,2,20,Sayles Hall 005,T,57600,66000
Spring%202016,23960,BIOL0160-S01,BIOL0160,"Plants, Food, and People",19,50,Bio Med Center B13,M,54000,59400
Spring%202016,23940,BIOL0080-S01,BIOL0080,Biotechnology Management,-3,20,Alumnae Hall 212,T,57600,66600
Spring%202016,25629,BIOL0150C-S01,BIOL0150C,Methods for Extraction and Analyzing Secondary Metabolites of Medicinal Plants,0,10, ,T,54000,61200
Spring%202016,23887,BIOL0190S-S01,BIOL0190S,"Phage Hunters, Part II",2,20,Smith-Buonanno Hall 101,M,54000,63000
Spring%202016,23880,BIOL0200-S01,BIOL0200,The Foundation of Living Systems,688,999,Salomon Center DECI,M,39600,42600
Spring%202016,24080,BIOL0180-S01,BIOL0180,The Biology of AIDS,970,999,Bio Med Center 081,M,30600,35400
Spring%202016,23897,BIOL0280-S01,BIOL0280,Introductory Biochemistry,753,999,MacMillan Hall 117,T,46800,51600
Spring%202016,24070,BIOL0350-S01,BIOL0350,The Fossil Record: Life through Time on Earth,4,20,J. Walter Wilson 402,M,36000,39000
Spring%202016,25623,BIOL0300-S01,BIOL0300,Endocrinology,6,30,Smith-Buonanno Hall G01,T,46800,51600
Spring%202016,23918,BIOL0420-S01,BIOL0420,Principles of Ecology,943,999,Bio Med Center 291,T,32400,37200
Spring%202016,23920,BIOL0495-S01,BIOL0495,Statistical Analysis of Biological Data,-20,40,Bio Med Center B13,T,37800,42600
Spring%202016,23889,BIOL0510-S01,BIOL0510,Introductory Microbiology,-3,108,Bio Med Center 202,M,46800,49800
Spring%202016,23907,BIOL0500-S01,BIOL0500,Cell and Molecular Biology,897,999,Smith-Buonanno Hall 106,M,30600,35400
Spring%202016,25733,BIOL0440-S01,BIOL0440,"Inquiry in Plant Biology: Analysis of Plant Growth, Reproduction and Adaptive Responses",7,24,Bio Med Center 081,T,37800,42600
Spring%202016,23874,BIOL0800-S01,BIOL0800,Principles of Physiology,782,999,MacMillan Hall 117,M,36000,39000
Spring%202016,26817,BIOL1040-S01,BIOL1040,Ultrastructure/Bioimaging,2,6,S. Frank Hall for Life Science 218,M,50400,61200
Spring%202016,23959,BIOL1190-S01,BIOL1190,Synaptic Transmission and Plasticity,13,20,J. Walter Wilson 303,T,46800,51600
Spring%202016,23941,BIOL1100-S01,BIOL1100,Cell Physiology and Biophysics,9,30,Smith-Buonanno Hall G18,M,54000,63000
Spring%202016,23922,BIOL1425-S01,BIOL1425,Phylogenetic Biology,4,16, ,T,46800,51600
Spring%202016,23927,BIOL1475-S01,BIOL1475,Biogeography,6,15,85 Waterman Street 010,T,46800,51600
Spring%202016,23908,BIOL1330-S01,BIOL1330,Biology of Reproduction,0,20,Sayles Hall 105,M,54000,63000
Spring%202016,23909,BIOL1540-S01,BIOL1540,Molecular Genetics,981,999,Smith-Buonanno Hall 201,T,52200,57000
Spring%202016,24221,BIOL1585-S01,BIOL1585,The Biology of Desert Plants,-1,10,J. Walter Wilson 202,W,54000,63000
Spring%202016,23893,BIOL1550-S01,BIOL1550,Biology of Emerging Microbial Diseases,976,999,Bio Med Center 081,M,46800,49800
Spring%202016,23961,BIOL1450-S01,BIOL1450,Community Ecology,-15,20,Wilson Hall 305,M,36000,39000
Spring%202016,23894,BIOL1560-S01,BIOL1560,Virology,967,999,CIT Center (Thomas Watson CIT) 227,M,32400,35400
Spring%202016,23895,BIOL1600-S01,BIOL1600,Development of Vaccines to Infectious Diseases,31,107,Bio Med Center 202,M,54000,58800
Spring%202016,23942,BIOL1870-S01,BIOL1870,Techniques in Pathobiology,8,16, ,T,46800,57000
Spring%202016,23913,BIOL1820-S01,BIOL1820,Environmental Health and Disease,983,999,Smith-Buonanno Hall 201,M,30600,35400
Spring%202016,26520,BIOL2040-S01,BIOL2040,Ultrastructure/Bioimaging,-1,6,S. Frank Hall for Life Science 218,M,50400,61200
Spring%202016,23911,BIOL2010-S01,BIOL2010,Quantitative Approaches to Biology,7,20,CIT Center (Thomas Watson CIT) 269,T,36000,46800
Spring%202016,23950,BIOL2145-S01,BIOL2145,Molecular Targets of Drug Discovery,7,20,Bio Med Center 217,T,36000,45000
Spring%202016,23953,BIOL2167-S01,BIOL2167,In Vitro Models for Disease,9,20,Bio Med Center 217,T,48600,55200
Spring%202016,23943,BIOL1880-S01,BIOL1880,Comparative Biology of the Vertebrates,5,32,Bio Med Center 081,M,39600,42600
Spring%202016,23939,BIOL2240-S01,BIOL2240,Biomedical Engineering and Biotechnology Seminar,1,40, ,T,59400,69000
Spring%202016,24282,BIOL2245-S01,BIOL2245,Blood Substitutes: Principles and Therapeutics Development,18,20,Bio Med Center 212,M,37800,42600
Spring%202016,23912,BIOL2350-S01,BIOL2350,The Biology of Aging,6,20,S. Frank Hall for Life Science 218,R,50400,61200
Spring%202016,25537,BIOL2640A-S01,BIOL2640A,Viral Immunology,34,40, ,W,50400,61200
Spring%202016,23910,BIOL2540-S01,BIOL2540,Molecular Genetics,990,999,Smith-Buonanno Hall 201,T,52200,57000
Spring%202016,24709,CLPS0200-S01,CLPS0200,Human Cognition,813,999,85 Waterman Street 130,T,46800,51600
Spring%202016,24698,CLPS0800-S01,CLPS0800,Language and the Mind,940,999,Wilson Hall 301,M,50400,53400
Spring%202016,24711,CLPS0700-S01,CLPS0700,Social Psychology,48,300,Salomon Center DECI,T,52200,57000
Spring%202016,24865,CLPS0050B-S01,CLPS0050B,The Two Visual Systems: Visual Perception and Control of Action,15,20,Metcalf Research Building 230,T,46800,51600
Spring%202016,24701,CLPS1130-S01,CLPS1130,Psychology of Timing,7,20,Alumnae Hall 212,M,30600,35400
Spring%202016,24702,CLPS0040-S01,CLPS0040,Mind and Brain: Introduction to Cognitive Neuroscience,882,999,Metcalf Research Building AUD,T,32400,37200
Spring%202016,24689,CLPS0900-S01,CLPS0900,Quantitative Methods in Psychology,934,999,Kassar House FOX,M,36000,39000
Spring%202016,24696,CLPS0100-S01,CLPS0100,Learning and Conditioning,924,999,Bio Med Center 291,M,46800,49800
Spring%202016,24708,CLPS1290-S01,CLPS1290,Laboratory in Cognitive Processes,990,999,Metcalf Research Building 107,T,46800,51600
Spring%202016,24697,CLPS1250-S01,CLPS1250,Human Factors,0,25,Wilson Hall 205,M,46800,49800
Spring%202016,24707,CLPS1200-S01,CLPS1200,Thinking,987,999,Metcalf Research Building 330,T,46800,51600
Spring%202016,25079,CLPS1160-S01,CLPS1160,Evolution and Development of the Brain,10,30,Smith-Buonanno Hall 201,T,46800,51600
Spring%202016,24714,CLPS1193-S01,CLPS1193,Laboratory in Genes and Behavior,-1,10,Metcalf Research Building 230,T,54000,63000
Spring%202016,24773,CLPS1400-S01,CLPS1400,The Neural Bases of Cognition,0,20,J. Walter Wilson 302,M,54000,63000
Spring%202016,25078,CLPS1381B-S01,CLPS1381B,Topics in Phonology: Information Theory in Language,14,20,Metcalf Research Building 103,R,57600,66600
Spring%202016,24700,CLPS1360-S01,CLPS1360,Introduction to Corpus Linguistics,16,25,Metcalf Research Building 107,T,32400,37200
Spring%202016,24704,CLPS1291-S01,CLPS1291,"Computational Methods for Mind, Brain and Behavior",961,999,Wilson Hall 305,T,37800,42600
Spring%202016,25191,CLPS1370-S01,CLPS1370,Introduction to Pragmatics,982,999,Metcalf Research Building 105,T,52200,57000
Spring%202016,24693,CLPS1330-S01,CLPS1330,Introduction to Syntax,981,999,Metcalf Research Building 330,M,43200,46200
Spring%202016,24796,CLPS1383A-S01,CLPS1383A,The Boundary of Semantics and Pragmatics,37,40,Metcalf Research Building 103,M,39600,44400
Spring%202016,25748,CLPS1420-S01,CLPS1420,Cognitive Neuropsychology,3,20,Metcalf Research Building 330,T,32400,37200
Spring%202016,24691,CLPS1491-S01,CLPS1491,Neural Modeling Laboratory,14,20,Metcalf Research Building 104,M,39600,42600
Spring%202016,24706,CLPS1480B-S01,CLPS1480B,Cognitive Aging and Dementia,5,20,Metcalf Research Building 330,T,37800,42600
Spring%202016,24746,CLPS1560-S01,CLPS1560,Visually-Guided Action and Cognitive Processes,22,40,Salomon Center 203,M,54000,63000
Spring%202016,24713,CLPS1590-S01,CLPS1590,Visualizing Vision,7,20,Metcalf Research Building 107,T,52200,57000
Spring%202016,25787,CLPS1572-S01,CLPS1572,Visual Consciousness,33,40,Metcalf Research Building 230,F,54000,63000
Spring%202016,24694,CLPS1611-S01,CLPS1611,Cognitive Development in Infancy,971,999,Salomon Center 203,M,43200,46200
Spring%202016,26039,CLPS1680C-S01,CLPS1680C,Topics in Development: Theory of Mind,6,20,J. Walter Wilson 301,R,57600,66600
Spring%202016,24705,CLPS1700-S01,CLPS1700,Abnormal Psychology,830,999,Metcalf Research Building AUD,T,37800,42600
Spring%202016,24710,CLPS1720-S01,CLPS1720,Human Resilience,1,20,111 Thayer St-Watson Institute 138,T,52200,57000
Spring%202016,24695,CLPS1900-S01,CLPS1900,Senior Seminar in Cognitive Science,992,999,Metcalf Research Building 105,M,46800,49800
Spring%202016,26221,CLPS1781-S01,CLPS1781,Thinking about the Social World,18,20,Metcalf Research Building 330,W,30000,39000
Spring%202016,25559,CLPS1880D-S01,CLPS1880D,Topics in Psycholinguistics: Language + Memory,32,40,Metcalf Research Building 105,T,57600,66600
Spring%202016,24690,CLPS1820-S01,CLPS1820,Language and the Brain,975,999,Smith-Buonanno Hall 101,M,39600,42600
Spring%202016,24715,CLPS2200-S01,CLPS2200,Core Topics in Cognition,3,14,Metcalf Research Building 230,M,54000,63000
Spring%202016,24959,MUSC0030-S01,MUSC0030,History of Jazz,947,999,Grant Recital 115,T,37800,42600
Spring%202016,25973,MUSC0400-S01,MUSC0400,Introduction to Music Theory,0,40,Orwig Music Hall 315,M,39600,42600
Spring%202016,24996,MUSC0560-S01,MUSC0560,Theory of Tonal Music,979,999,Orwig Music Hall 315,T,46800,51600
Spring%202016,24972,MUSC0611-S01,MUSC0611,Orchestra,943,999,Alumnae Hall AUD,T,69300,78300
