date,seafood,temp,windspeed,rain,snow
2:30 PM September 11 2015,0,22.8,14.8,0,0
2:45 PM September 11 2015,0,22.8,14.8,0,0
3:00 PM September 11 2015,0,22.8,14.8,0,0
3:15 PM September 11 2015,0,23.3,13.0,0,0
3:30 PM September 11 2015,0,23.3,13.0,0,0
3:45 PM September 11 2015,0,23.3,13.0,0,0
4:00 PM September 11 2015,0,23.3,20.4,0,0
4:15 PM September 11 2015,0,23.3,20.4,0,0
4:30 PM September 11 2015,0,23.9,16.7,0,0
4:45 PM September 11 2015,0,23.9,16.7,0,0
5:00 PM September 11 2015,0,23.9,16.7,0,0
5:15 PM September 11 2015,0,23.9,16.7,0,0
5:30 PM September 11 2015,0,23.3,16.7,0,0
5:45 PM September 11 2015,0,23.3,16.7,0,0
6:00 PM September 11 2015,0,23.3,16.7,0,0
6:15 PM September 11 2015,0,23.3,16.7,0,0
6:30 PM September 11 2015,0,21.7,9.3,0,0
6:45 PM September 11 2015,0,21.7,9.3,0,0
7:00 PM September 11 2015,0,21.7,9.3,0,0
7:15 PM September 11 2015,0,21.7,9.3,0,0
7:30 PM September 11 2015,0,20.0,5.6,0,0
7:30 AM September 12 2015,0,17.8,0.0,0,0
7:45 AM September 12 2015,0,17.8,0.0,0,0
8:00 AM September 12 2015,0,17.8,0.0,0,0
8:15 AM September 12 2015,0,17.8,0.0,0,0
8:30 AM September 12 2015,0,17.8,0.0,0,0
8:45 AM September 12 2015,0,17.8,0.0,0,0
9:00 AM September 12 2015,0,17.8,0.0,0,0
9:15 AM September 12 2015,0,18.9,0.0,0,0
9:30 AM September 12 2015,0,20.0,5.6,0,0
9:45 AM September 12 2015,0,21.1,5.6,0,0
10:00 AM September 12 2015,0,21.1,5.6,0,0
10:15 AM September 12 2015,0,21.1,5.6,0,0
10:30 AM September 12 2015,0,22.2,5.6,0,0
10:45 AM September 12 2015,0,22.2,5.6,0,0
11:00 AM September 12 2015,0,22.2,5.6,0,0
11:15 AM September 12 2015,0,22.2,5.6,0,0
11:30 AM September 12 2015,0,23.9,5.6,0,0
11:45 AM September 12 2015,0,23.9,5.6,0,0
12:00 PM September 12 2015,0,23.9,5.6,0,0
12:15 PM September 12 2015,0,23.9,5.6,0,0
12:30 PM September 12 2015,0,23.9,7.4,0,0
12:45 PM September 12 2015,0,23.9,7.4,0,0
1:00 PM September 12 2015,0,23.9,7.4,0,0
1:15 PM September 12 2015,0,23.9,7.4,0,0
1:30 PM September 12 2015,0,24.4,9.3,0,0
1:45 PM September 12 2015,0,24.4,9.3,0,0
2:00 PM September 12 2015,0,24.4,9.3,0,0
2:15 PM September 12 2015,0,24.4,9.3,0,0
2:30 PM September 12 2015,0,24.4,14.8,0,0
2:45 PM September 12 2015,0,24.4,14.8,0,0
3:00 PM September 12 2015,0,24.4,14.8,0,0
3:15 PM September 12 2015,0,24.4,14.8,0,0
3:30 PM September 12 2015,0,23.9,16.7,0,0
3:45 PM September 12 2015,0,23.9,16.7,0,0
4:00 PM September 12 2015,0,23.9,16.7,0,0
4:15 PM September 12 2015,0,23.9,16.7,0,0
4:30 PM September 12 2015,0,22.8,18.5,0,0
4:45 PM September 12 2015,0,22.8,18.5,0,0
5:00 PM September 12 2015,0,22.8,18.5,0,0
5:15 PM September 12 2015,0,22.8,18.5,0,0
5:30 PM September 12 2015,0,21.7,20.4,0,0
5:45 PM September 12 2015,0,21.7,20.4,0,0
6:00 PM September 12 2015,0,21.7,20.4,0,0
6:15 PM September 12 2015,0,21.7,20.4,0,0
6:30 PM September 12 2015,0,21.1,13.0,0,0
6:45 PM September 12 2015,0,21.1,13.0,0,0
7:00 PM September 12 2015,0,21.1,14.8,0,0
7:15 PM September 12 2015,0,20.0,14.8,0,0
7:30 PM September 12 2015,0,20.0,14.8,0,0
8:00 AM September 14 2015,0,16.1,22.2,0,0
8:15 AM September 14 2015,0,16.1,22.2,0,0
8:30 AM September 14 2015,0,16.1,22.2,0,0
8:45 AM September 14 2015,0,16.1,22.2,0,0
9:00 AM September 14 2015,0,16.1,22.2,0,0
9:15 AM September 14 2015,0,16.1,22.2,0,0
9:30 AM September 14 2015,0,17.8,22.2,0,0
9:45 AM September 14 2015,0,17.8,22.2,0,0
10:00 AM September 14 2015,0,17.8,22.2,0,0
10:15 AM September 14 2015,0,17.8,22.2,0,0
10:30 AM September 14 2015,0,19.4,20.4,0,0
10:45 AM September 14 2015,0,19.4,20.4,0,0
11:00 AM September 14 2015,1,19.4,20.4,0,0
11:15 AM September 14 2015,1,19.4,20.4,0,0
11:30 AM September 14 2015,1,20.0,22.2,0,0
11:45 AM September 14 2015,1,20.0,22.2,0,0
12:00 PM September 14 2015,1,20.0,22.2,0,0
12:15 PM September 14 2015,1,20.0,22.2,0,0
12:30 PM September 14 2015,1,20.0,25.9,0,0
12:45 PM September 14 2015,1,20.0,25.9,0,0
1:00 PM September 14 2015,1,20.0,25.9,0,0
1:15 PM September 14 2015,1,20.0,25.9,0,0
1:30 PM September 14 2015,1,20.0,33.3,0,0
1:45 PM September 14 2015,1,20.0,33.3,0,0
2:00 PM September 14 2015,1,20.0,33.3,0,0
2:15 PM September 14 2015,1,20.0,33.3,0,0
2:30 PM September 14 2015,1,20.0,22.2,0,0
2:45 PM September 14 2015,1,20.0,22.2,0,0
3:00 PM September 14 2015,1,20.0,22.2,0,0
3:15 PM September 14 2015,1,20.0,22.2,0,0
3:30 PM September 14 2015,1,20.6,22.2,0,0
3:45 PM September 14 2015,1,20.6,22.2,0,0
4:00 PM September 14 2015,0,20.6,22.2,0,0
4:15 PM September 14 2015,0,20.6,22.2,0,0
4:30 PM September 14 2015,0,21.1,22.2,0,0
4:45 PM September 14 2015,0,21.1,22.2,0,0
5:00 PM September 14 2015,0,21.1,22.2,0,0
5:15 PM September 14 2015,0,21.1,22.2,0,0
5:30 PM September 14 2015,0,20.6,25.9,0,0
5:45 PM September 14 2015,0,20.6,25.9,0,0
6:00 PM September 14 2015,0,20.6,25.9,0,0
6:15 PM September 14 2015,0,20.6,25.9,0,0
6:30 PM September 14 2015,0,19.4,14.8,0,0
6:45 PM September 14 2015,0,19.4,14.8,0,0
7:00 PM September 14 2015,0,19.4,14.8,0,0
7:15 PM September 14 2015,0,19.4,14.8,0,0
7:30 PM September 14 2015,0,18.3,9.3,0,0
8:00 AM September 15 2015,0,20.0,13.0,0,0
8:15 AM September 15 2015,0,20.0,13.0,0,0
8:30 AM September 15 2015,0,20.0,13.0,0,0
8:45 AM September 15 2015,0,20.0,13.0,0,0
9:00 AM September 15 2015,0,20.0,13.0,0,0
9:15 AM September 15 2015,0,20.0,13.0,0,0
9:30 AM September 15 2015,0,22.8,11.1,0,0
9:45 AM September 15 2015,0,22.8,11.1,0,0
10:00 AM September 15 2015,0,22.8,11.1,0,0
10:15 AM September 15 2015,0,22.8,11.1,0,0
10:30 AM September 15 2015,0,24.4,13.0,0,0
10:45 AM September 15 2015,0,24.4,13.0,0,0
11:00 AM September 15 2015,0,24.4,13.0,0,0
11:15 AM September 15 2015,0,24.4,13.0,0,0
11:30 AM September 15 2015,0,25.6,5.6,0,0
11:45 AM September 15 2015,0,25.6,5.6,0,0
12:00 PM September 15 2015,0,25.6,5.6,0,0
12:15 PM September 15 2015,0,25.6,5.6,0,0
12:30 PM September 15 2015,0,27.2,7.4,0,0
12:45 PM September 15 2015,0,27.2,7.4,0,0
1:00 PM September 15 2015,0,27.2,7.4,0,0
1:15 PM September 15 2015,0,27.2,7.4,0,0
1:30 PM September 15 2015,0,27.8,11.1,0,0
1:45 PM September 15 2015,0,27.8,11.1,0,0
2:00 PM September 15 2015,0,27.8,11.1,0,0
2:15 PM September 15 2015,0,27.8,11.1,0,0
2:30 PM September 15 2015,0,28.3,9.3,0,0
2:45 PM September 15 2015,0,28.3,9.3,0,0
3:00 PM September 15 2015,0,28.3,9.3,0,0
3:15 PM September 15 2015,0,28.3,9.3,0,0
3:30 PM September 15 2015,0,28.3,14.8,0,0
3:45 PM September 15 2015,0,28.3,14.8,0,0
4:00 PM September 15 2015,0,28.3,14.8,0,0
4:15 PM September 15 2015,0,28.3,14.8,0,0
4:30 PM September 15 2015,0,28.3,14.8,0,0
4:45 PM September 15 2015,0,28.3,14.8,0,0
5:00 PM September 15 2015,0,28.3,14.8,0,0
5:15 PM September 15 2015,0,28.3,14.8,0,0
5:30 PM September 15 2015,0,27.2,14.8,0,0
5:45 PM September 15 2015,0,27.2,14.8,0,0
6:00 PM September 15 2015,0,27.2,14.8,0,0
6:15 PM September 15 2015,0,27.2,14.8,0,0
6:30 PM September 15 2015,0,25.0,9.3,0,0
6:45 PM September 15 2015,0,25.0,9.3,0,0
7:00 PM September 15 2015,0,25.0,9.3,0,0
7:15 PM September 15 2015,0,25.0,9.3,0,0
7:30 PM September 15 2015,0,23.3,7.4,0,0
8:00 AM September 16 2015,0,21.7,7.4,0,0
8:15 AM September 16 2015,0,21.7,7.4,0,0
8:30 AM September 16 2015,0,21.7,7.4,0,0
8:45 AM September 16 2015,0,21.7,7.4,0,0
9:00 AM September 16 2015,0,21.7,7.4,0,0
9:15 AM September 16 2015,0,21.7,7.4,0,0
9:30 AM September 16 2015,0,24.4,0.0,0,0
9:45 AM September 16 2015,0,24.4,0.0,0,0
10:00 AM September 16 2015,0,24.4,0.0,0,0
10:15 AM September 16 2015,0,24.4,0.0,0,0
10:30 AM September 16 2015,0,25.6,0.0,0,0
10:45 AM September 16 2015,0,25.6,0.0,0,0
11:00 AM September 16 2015,0,25.6,0.0,0,0
11:15 AM September 16 2015,0,25.6,0.0,0,0
11:30 AM September 16 2015,0,26.7,11.1,0,0
11:45 AM September 16 2015,0,26.7,11.1,0,0
12:00 PM September 16 2015,0,26.7,11.1,0,0
12:15 PM September 16 2015,0,26.7,11.1,0,0
12:30 PM September 16 2015,0,26.7,11.1,0,0
12:45 PM September 16 2015,0,26.7,11.1,0,0
1:00 PM September 16 2015,0,26.7,11.1,0,0
1:15 PM September 16 2015,0,26.7,11.1,0,0
1:30 PM September 16 2015,0,27.2,11.1,0,0
1:45 PM September 16 2015,0,27.2,11.1,0,0
2:00 PM September 16 2015,0,27.2,11.1,0,0
2:15 PM September 16 2015,0,27.2,11.1,0,0
2:30 PM September 16 2015,0,27.2,14.8,0,0
2:45 PM September 16 2015,0,27.2,14.8,0,0
3:00 PM September 16 2015,0,27.2,14.8,0,0
3:15 PM September 16 2015,0,27.2,14.8,0,0
3:30 PM September 16 2015,0,27.2,18.5,0,0
3:45 PM September 16 2015,0,27.2,18.5,0,0
4:00 PM September 16 2015,1,27.2,18.5,0,0
4:15 PM September 16 2015,1,27.2,18.5,0,0
4:30 PM September 16 2015,1,26.1,16.7,0,0
4:45 PM September 16 2015,1,26.1,16.7,0,0
5:00 PM September 16 2015,1,26.1,16.7,0,0
5:15 PM September 16 2015,1,26.1,16.7,0,0
5:30 PM September 16 2015,1,25.0,13.0,0,0
5:45 PM September 16 2015,1,25.0,13.0,0,0
6:00 PM September 16 2015,1,25.0,13.0,0,0
6:15 PM September 16 2015,1,25.0,13.0,0,0
6:30 PM September 16 2015,1,22.8,11.1,0,0
6:45 PM September 16 2015,1,22.8,11.1,0,0
7:00 PM September 16 2015,1,22.8,11.1,0,0
7:15 PM September 16 2015,1,22.8,11.1,0,0
7:30 PM September 16 2015,1,21.1,9.3,0,0
8:00 AM September 17 2015,0,21.7,5.6,0,0
8:15 AM September 17 2015,0,21.7,5.6,0,0
8:30 AM September 17 2015,0,21.7,5.6,0,0
8:45 AM September 17 2015,0,21.7,5.6,0,0
9:00 AM September 17 2015,0,21.7,5.6,0,0
9:15 AM September 17 2015,0,21.7,5.6,0,0
9:30 AM September 17 2015,0,25.0,11.1,0,0
9:45 AM September 17 2015,0,25.0,11.1,0,0
10:00 AM September 17 2015,0,25.0,11.1,0,0
10:15 AM September 17 2015,0,25.0,11.1,0,0
10:30 AM September 17 2015,0,27.8,11.1,0,0
10:45 AM September 17 2015,0,27.8,11.1,0,0
11:00 AM September 17 2015,0,27.8,11.1,0,0
11:15 AM September 17 2015,0,27.8,11.1,0,0
11:30 AM September 17 2015,0,29.4,9.3,0,0
11:45 AM September 17 2015,0,29.4,9.3,0,0
12:00 PM September 17 2015,0,29.4,9.3,0,0
12:15 PM September 17 2015,0,29.4,9.3,0,0
12:30 PM September 17 2015,0,30.0,9.3,0,0
12:45 PM September 17 2015,0,30.0,9.3,0,0
1:00 PM September 17 2015,0,30.0,9.3,0,0
1:15 PM September 17 2015,0,30.0,9.3,0,0
1:30 PM September 17 2015,0,28.3,18.5,0,0
1:45 PM September 17 2015,0,28.3,18.5,0,0
2:00 PM September 17 2015,0,28.3,18.5,0,0
2:15 PM September 17 2015,0,28.3,18.5,0,0
2:30 PM September 17 2015,0,28.3,16.7,0,0
2:45 PM September 17 2015,0,28.3,16.7,0,0
3:00 PM September 17 2015,0,28.3,16.7,0,0
3:15 PM September 17 2015,0,28.3,16.7,0,0
3:30 PM September 17 2015,0,29.4,16.7,0,0
3:45 PM September 17 2015,0,29.4,16.7,0,0
4:00 PM September 17 2015,0,29.4,16.7,0,0
4:15 PM September 17 2015,0,29.4,16.7,0,0
4:30 PM September 17 2015,0,28.9,18.5,0,0
4:45 PM September 17 2015,0,28.9,18.5,0,0
5:00 PM September 17 2015,0,28.9,18.5,0,0
5:15 PM September 17 2015,0,28.9,18.5,0,0
5:30 PM September 17 2015,0,26.7,22.2,0,0
5:45 PM September 17 2015,0,26.7,22.2,0,0
6:00 PM September 17 2015,0,26.7,22.2,0,0
6:15 PM September 17 2015,0,26.7,22.2,0,0
6:30 PM September 17 2015,0,25.0,13.0,0,0
6:45 PM September 17 2015,0,25.0,13.0,0,0
7:00 PM September 17 2015,0,25.0,13.0,0,0
7:15 PM September 17 2015,0,25.0,13.0,0,0
7:30 PM September 17 2015,0,22.8,9.3,0,0
8:00 AM September 18 2015,0,20.6,7.4,0,0
8:15 AM September 18 2015,0,20.6,7.4,0,0
8:30 AM September 18 2015,0,20.6,7.4,0,0
8:45 AM September 18 2015,0,20.6,7.4,0,0
9:00 AM September 18 2015,0,20.6,7.4,0,0
9:15 AM September 18 2015,0,20.6,7.4,0,0
9:30 AM September 18 2015,0,22.2,7.4,0,0
9:45 AM September 18 2015,0,22.2,7.4,0,0
10:00 AM September 18 2015,0,22.2,7.4,0,0
10:15 AM September 18 2015,0,22.2,7.4,0,0
10:30 AM September 18 2015,0,25.0,9.3,0,0
10:45 AM September 18 2015,0,25.0,9.3,0,0
11:00 AM September 18 2015,0,25.0,9.3,0,0
11:15 AM September 18 2015,0,25.0,9.3,0,0
11:30 AM September 18 2015,0,26.7,14.8,0,0
11:45 AM September 18 2015,0,26.7,14.8,0,0
12:00 PM September 18 2015,0,26.7,14.8,0,0
12:15 PM September 18 2015,0,26.7,14.8,0,0
12:30 PM September 18 2015,0,26.7,14.8,0,0
12:45 PM September 18 2015,0,26.7,14.8,0,0
1:00 PM September 18 2015,0,26.7,14.8,0,0
1:15 PM September 18 2015,0,26.7,14.8,0,0
1:30 PM September 18 2015,0,26.7,20.4,0,0
1:45 PM September 18 2015,0,26.7,20.4,0,0
2:00 PM September 18 2015,0,26.7,20.4,0,0
2:15 PM September 18 2015,0,26.7,20.4,0,0
2:30 PM September 18 2015,0,27.2,22.2,0,0
2:45 PM September 18 2015,0,27.2,22.2,0,0
3:00 PM September 18 2015,0,27.2,22.2,0,0
3:15 PM September 18 2015,0,27.2,22.2,0,0
3:30 PM September 18 2015,0,27.2,18.5,0,0
3:45 PM September 18 2015,0,27.2,18.5,0,0
4:00 PM September 18 2015,1,27.2,18.5,0,0
4:15 PM September 18 2015,1,27.2,18.5,0,0
4:30 PM September 18 2015,1,26.7,16.7,0,0
4:45 PM September 18 2015,1,26.7,16.7,0,0
5:00 PM September 18 2015,1,26.7,16.7,0,0
5:15 PM September 18 2015,1,26.7,16.7,0,0
5:30 PM September 18 2015,1,25.6,16.7,0,0
5:45 PM September 18 2015,1,25.6,16.7,0,0
6:00 PM September 18 2015,1,25.6,16.7,0,0
6:15 PM September 18 2015,1,25.6,16.7,0,0
6:30 PM September 18 2015,1,22.8,14.8,0,0
6:45 PM September 18 2015,1,22.8,14.8,0,0
7:00 PM September 18 2015,1,22.8,14.8,0,0
7:15 PM September 18 2015,1,22.8,14.8,0,0
7:30 PM September 18 2015,1,21.1,13.0,0,0
7:30 AM September 19 2015,0,18.9,7.4,0,0
7:45 AM September 19 2015,0,18.9,7.4,0,0
8:00 AM September 19 2015,0,18.9,7.4,0,0
8:15 AM September 19 2015,0,18.9,7.4,0,0
8:30 AM September 19 2015,0,18.9,7.4,0,0
8:45 AM September 19 2015,0,18.9,7.4,0,0
9:00 AM September 19 2015,0,18.9,7.4,0,0
9:15 AM September 19 2015,0,18.9,5.6,0,0
9:30 AM September 19 2015,0,19.4,5.6,0,0
9:45 AM September 19 2015,0,20.6,7.4,0,0
10:00 AM September 19 2015,0,20.6,7.4,0,0
10:15 AM September 19 2015,0,20.6,7.4,0,0
10:30 AM September 19 2015,0,21.7,9.3,0,0
10:45 AM September 19 2015,0,22.8,7.4,0,0
11:00 AM September 19 2015,0,22.8,7.4,0,0
11:15 AM September 19 2015,0,22.8,7.4,0,0
11:30 AM September 19 2015,0,25.0,14.8,0,0
11:45 AM September 19 2015,0,25.0,14.8,0,0
12:00 PM September 19 2015,0,25.0,14.8,0,0
12:15 PM September 19 2015,0,25.0,14.8,0,0
12:30 PM September 19 2015,0,25.6,11.1,0,0
12:45 PM September 19 2015,0,25.6,11.1,0,0
1:00 PM September 19 2015,0,25.6,11.1,0,0
1:15 PM September 19 2015,0,25.6,11.1,0,0
1:30 PM September 19 2015,0,26.1,13.0,0,0
1:45 PM September 19 2015,0,26.1,13.0,0,0
2:00 PM September 19 2015,0,26.1,13.0,0,0
2:15 PM September 19 2015,0,26.1,13.0,0,0
2:30 PM September 19 2015,0,26.7,22.2,0,0
2:45 PM September 19 2015,0,26.7,22.2,0,0
3:00 PM September 19 2015,0,26.7,22.2,0,0
3:15 PM September 19 2015,0,26.7,22.2,0,0
3:30 PM September 19 2015,0,25.6,18.5,0,0
3:45 PM September 19 2015,0,25.6,18.5,0,0
4:00 PM September 19 2015,0,25.6,18.5,0,0
4:15 PM September 19 2015,0,25.6,18.5,0,0
4:30 PM September 19 2015,0,25.0,18.5,0,0
4:45 PM September 19 2015,0,25.0,18.5,0,0
5:00 PM September 19 2015,0,25.0,18.5,0,0
5:15 PM September 19 2015,0,25.0,18.5,0,0
5:30 PM September 19 2015,0,23.3,16.7,0,0
5:45 PM September 19 2015,0,23.3,16.7,0,0
6:00 PM September 19 2015,0,23.3,16.7,0,0
6:15 PM September 19 2015,0,23.3,16.7,0,0
6:30 PM September 19 2015,0,21.7,11.1,0,0
6:45 PM September 19 2015,0,21.7,11.1,0,0
7:00 PM September 19 2015,0,21.7,11.1,0,0
7:15 PM September 19 2015,0,21.7,11.1,0,0
7:30 PM September 19 2015,0,20.6,11.1,0,0
8:00 AM September 21 2015,0,15.6,24.1,0,0
8:15 AM September 21 2015,0,15.6,24.1,0,0
8:30 AM September 21 2015,0,15.6,24.1,0,0
8:45 AM September 21 2015,0,15.6,24.1,0,0
9:00 AM September 21 2015,0,15.6,24.1,0,0
9:15 AM September 21 2015,0,15.6,24.1,0,0
9:30 AM September 21 2015,0,17.2,29.6,0,0
9:45 AM September 21 2015,0,17.2,29.6,0,0
10:00 AM September 21 2015,0,17.2,29.6,0,0
10:15 AM September 21 2015,0,17.2,29.6,0,0
10:30 AM September 21 2015,0,19.4,25.9,0,0
10:45 AM September 21 2015,0,19.4,25.9,0,0
11:00 AM September 21 2015,0,19.4,25.9,0,0
11:15 AM September 21 2015,0,19.4,25.9,0,0
11:30 AM September 21 2015,0,20.6,25.9,0,0
11:45 AM September 21 2015,0,20.6,25.9,0,0
12:00 PM September 21 2015,0,20.6,25.9,0,0
12:15 PM September 21 2015,0,20.6,25.9,0,0
12:30 PM September 21 2015,0,21.1,25.9,0,0
12:45 PM September 21 2015,0,21.1,25.9,0,0
1:00 PM September 21 2015,0,21.1,25.9,0,0
1:15 PM September 21 2015,0,21.1,25.9,0,0
1:30 PM September 21 2015,0,21.1,24.1,0,0
1:45 PM September 21 2015,0,21.1,24.1,0,0
2:00 PM September 21 2015,0,21.1,24.1,0,0
2:15 PM September 21 2015,0,21.1,24.1,0,0
2:30 PM September 21 2015,0,20.6,31.5,0,0
2:45 PM September 21 2015,0,20.6,31.5,0,0
3:00 PM September 21 2015,0,20.6,31.5,0,0
3:15 PM September 21 2015,0,20.6,31.5,0,0
3:30 PM September 21 2015,0,20.0,27.8,0,0
3:45 PM September 21 2015,0,20.0,27.8,0,0
4:00 PM September 21 2015,0,20.0,27.8,0,0
4:15 PM September 21 2015,0,20.0,27.8,0,0
4:30 PM September 21 2015,0,18.9,24.1,0,0
4:45 PM September 21 2015,0,18.9,24.1,0,0
5:00 PM September 21 2015,0,18.9,24.1,0,0
5:15 PM September 21 2015,0,18.9,24.1,0,0
5:30 PM September 21 2015,0,16.7,18.5,0,0
5:45 PM September 21 2015,0,16.7,18.5,0,0
6:00 PM September 21 2015,0,16.7,18.5,0,0
6:15 PM September 21 2015,0,16.7,18.5,0,0
6:30 PM September 21 2015,0,15.6,16.7,0,0
6:45 PM September 21 2015,0,15.6,16.7,0,0
7:00 PM September 21 2015,0,15.6,16.7,0,0
7:15 PM September 21 2015,0,15.6,16.7,0,0
7:30 PM September 21 2015,0,14.4,13.0,0,0
8:00 AM September 22 2015,0,16.7,22.2,0,0
8:15 AM September 22 2015,0,16.7,22.2,0,0
8:30 AM September 22 2015,0,16.7,22.2,0,0
8:45 AM September 22 2015,0,16.7,22.2,0,0
9:00 AM September 22 2015,0,16.7,22.2,0,0
9:15 AM September 22 2015,0,16.7,22.2,0,0
9:30 AM September 22 2015,0,18.9,16.7,0,0
9:45 AM September 22 2015,0,18.9,16.7,0,0
10:00 AM September 22 2015,0,18.9,16.7,0,0
10:15 AM September 22 2015,0,18.9,16.7,0,0
10:30 AM September 22 2015,0,18.9,14.8,0,0
10:45 AM September 22 2015,0,18.9,14.8,0,0
11:00 AM September 22 2015,0,18.9,14.8,0,0
11:15 AM September 22 2015,0,18.9,14.8,0,0
11:30 AM September 22 2015,0,20.0,14.8,0,0
11:45 AM September 22 2015,0,20.0,14.8,0,0
12:00 PM September 22 2015,0,20.0,14.8,0,0
12:15 PM September 22 2015,0,20.0,14.8,0,0
12:30 PM September 22 2015,0,21.1,24.1,0,0
12:45 PM September 22 2015,0,21.1,24.1,0,0
1:00 PM September 22 2015,0,21.1,24.1,0,0
1:15 PM September 22 2015,0,21.1,24.1,0,0
1:30 PM September 22 2015,0,22.8,18.5,0,0
1:45 PM September 22 2015,0,22.8,18.5,0,0
2:00 PM September 22 2015,0,22.8,18.5,0,0
2:15 PM September 22 2015,0,22.8,18.5,0,0
2:30 PM September 22 2015,0,22.8,24.1,0,0
2:45 PM September 22 2015,0,22.8,24.1,0,0
3:00 PM September 22 2015,0,22.8,24.1,0,0
3:15 PM September 22 2015,0,22.8,24.1,0,0
3:30 PM September 22 2015,0,22.8,22.2,0,0
3:45 PM September 22 2015,0,22.8,22.2,0,0
4:00 PM September 22 2015,1,22.8,22.2,0,0
4:15 PM September 22 2015,1,22.8,22.2,0,0
4:30 PM September 22 2015,1,20.6,20.4,0,0
4:45 PM September 22 2015,1,20.6,20.4,0,0
5:00 PM September 22 2015,1,20.6,20.4,0,0
5:15 PM September 22 2015,1,20.6,20.4,0,0
5:30 PM September 22 2015,1,19.4,16.7,0,0
5:45 PM September 22 2015,1,19.4,16.7,0,0
6:00 PM September 22 2015,1,19.4,16.7,0,0
6:15 PM September 22 2015,1,19.4,16.7,0,0
6:30 PM September 22 2015,1,17.8,14.8,0,0
6:45 PM September 22 2015,1,17.8,14.8,0,0
7:00 PM September 22 2015,1,17.8,14.8,0,0
7:15 PM September 22 2015,1,17.8,14.8,0,0
7:30 PM September 22 2015,1,16.7,16.7,0,0
8:00 AM September 23 2015,0,15.6,11.1,0,0
8:15 AM September 23 2015,0,15.6,11.1,0,0
8:30 AM September 23 2015,0,15.6,11.1,0,0
8:45 AM September 23 2015,0,15.6,11.1,0,0
9:00 AM September 23 2015,0,15.6,11.1,0,0
9:15 AM September 23 2015,0,15.6,11.1,0,0
9:30 AM September 23 2015,0,18.3,14.8,0,0
9:45 AM September 23 2015,0,18.3,14.8,0,0
10:00 AM September 23 2015,0,18.3,14.8,0,0
10:15 AM September 23 2015,0,18.3,14.8,0,0
10:30 AM September 23 2015,0,18.7,13.0,0,0
10:45 AM September 23 2015,0,18.7,13.0,0,0
11:00 AM September 23 2015,0,18.7,13.0,0,0
11:15 AM September 23 2015,0,18.7,13.0,0,0
11:30 AM September 23 2015,0,19.9,16.7,0,0
11:45 AM September 23 2015,0,19.9,16.7,0,0
12:00 PM September 23 2015,0,19.9,16.7,0,0
12:15 PM September 23 2015,0,19.9,16.7,0,0
12:30 PM September 23 2015,0,22.2,9.3,0,0
12:45 PM September 23 2015,0,22.2,9.3,0,0
1:00 PM September 23 2015,0,22.2,9.3,0,0
1:15 PM September 23 2015,0,22.2,9.3,0,0
1:30 PM September 23 2015,0,22.9,9.3,0,0
1:45 PM September 23 2015,0,22.9,9.3,0,0
2:00 PM September 23 2015,0,22.9,9.3,0,0
2:15 PM September 23 2015,0,22.9,9.3,0,0
2:30 PM September 23 2015,0,23.0,14.8,0,0
2:45 PM September 23 2015,0,23.0,14.8,0,0
3:00 PM September 23 2015,0,23.0,14.8,0,0
3:15 PM September 23 2015,0,23.0,14.8,0,0
3:30 PM September 23 2015,0,23.1,18.5,0,0
3:45 PM September 23 2015,0,23.1,18.5,0,0
4:00 PM September 23 2015,0,23.1,18.5,0,0
4:15 PM September 23 2015,0,23.1,18.5,0,0
4:30 PM September 23 2015,0,22.0,16.7,0,0
4:45 PM September 23 2015,0,22.0,16.7,0,0
5:00 PM September 23 2015,0,22.0,16.7,0,0
5:15 PM September 23 2015,0,22.0,16.7,0,0
5:30 PM September 23 2015,0,22.2,11.1,0,0
5:45 PM September 23 2015,0,22.2,11.1,0,0
6:00 PM September 23 2015,0,22.2,11.1,0,0
6:15 PM September 23 2015,0,22.2,11.1,0,0
6:30 PM September 23 2015,0,19.4,0.0,0,0
6:45 PM September 23 2015,0,19.4,0.0,0,0
7:00 PM September 23 2015,0,19.4,0.0,0,0
7:15 PM September 23 2015,0,19.4,0.0,0,0
7:30 PM September 23 2015,0,17.2,0.0,0,0
8:00 AM September 24 2015,0,19.1,18.5,0,0
8:15 AM September 24 2015,0,19.1,18.5,0,0
8:30 AM September 24 2015,0,19.1,18.5,0,0
8:45 AM September 24 2015,0,19.1,18.5,0,0
9:00 AM September 24 2015,0,19.1,18.5,0,0
9:15 AM September 24 2015,0,19.1,18.5,0,0
9:30 AM September 24 2015,0,20.2,20.4,0,0
9:45 AM September 24 2015,0,20.2,20.4,0,0
10:00 AM September 24 2015,0,20.2,20.4,0,0
10:15 AM September 24 2015,0,20.2,20.4,0,0
10:30 AM September 24 2015,0,22.3,18.5,0,0
10:45 AM September 24 2015,0,22.3,18.5,0,0
11:00 AM September 24 2015,0,22.3,18.5,0,0
11:15 AM September 24 2015,0,22.3,18.5,0,0
11:30 AM September 24 2015,0,25.0,18.5,0,0
11:45 AM September 24 2015,0,25.0,18.5,0,0
12:00 PM September 24 2015,0,25.0,18.5,0,0
12:15 PM September 24 2015,0,25.0,18.5,0,0
12:30 PM September 24 2015,0,25.6,18.5,0,0
12:45 PM September 24 2015,0,25.6,18.5,0,0
1:00 PM September 24 2015,0,25.6,18.5,0,0
1:15 PM September 24 2015,0,25.6,18.5,0,0
